Ordinance,Pool,Meter,Year,nrows,MFStart,MfEnd,MFLength,WTCStart,WTCEnd,WTCLength,Distance,DistanceFromEdge,Co_WTC,Co_MF,Co,1,2,3,4,5,ClayAvg,Clay %
NS,3,2,2021,7,81,81,0,81,81,0,2.5,2.5,1,1,1,NA,NA,NA,NA,NA,NA,45.08
NS,3,2,2019,1,NA,NA,NA,102,102,0,2.1,2.1,0,NA,0,35,39,31,40,32,35.4,35.4
NS,3,2,2019,1,NA,NA,NA,102,102,0,2.3,2.3,0,NA,0,NA,NA,NA,NA,NA,NA,40.24
NS,3,2,2019,1,NA,NA,NA,102,102,0,2.7,2.7,0,NA,0,NA,NA,NA,NA,NA,NA,49.92
NS,3,2,2019,1,NA,NA,NA,102,102,0,2.9,2.9,0,NA,0,NA,NA,NA,NA,NA,NA,54.76
NS,3,2,2019,1,NA,NA,NA,102,102,0,2.5,2.5,0,NA,0,NA,NA,NA,NA,NA,NA,45.08
NS,3,2,2018,4,NA,NA,NA,NA,NA,NA,2.1,2.1,NA,NA,NA,35,39,31,40,32,35.4,35.4
NS,3,2,2018,4,NA,NA,NA,NA,NA,NA,2.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.24
NS,3,2,2018,4,NA,NA,NA,NA,NA,NA,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.92
NS,3,2,2018,4,NA,NA,NA,NA,NA,NA,2.9,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.76
NS,3,2,2018,4,NA,NA,NA,NA,NA,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.08
NS,3,2,2020,6,92,92,0,78,98,20,2.1,2.1,1,1,1,35,39,31,40,32,35.4,35.4
NS,3,2,2020,6,92,92,0,78,98,20,2.3,2.3,1,1,1,NA,NA,NA,NA,NA,NA,40.24
NS,3,2,2020,6,92,92,0,78,98,20,2.7,2.7,1,1,1,NA,NA,NA,NA,NA,NA,49.92
NS,3,2,2020,6,92,92,0,78,98,20,2.9,2.9,1,1,1,NA,NA,NA,NA,NA,NA,54.76
NS,3,2,2020,6,92,92,0,78,98,20,2.5,2.5,1,1,1,NA,NA,NA,NA,NA,NA,45.08
NS,3,3,2021,7,61,95,34,75,95,20,3.3,3.3,1,1,1,NA,NA,NA,NA,NA,NA,61.92
NS,3,3,2021,7,61,95,34,75,95,20,3.7,3.7,1,1,1,NA,NA,NA,NA,NA,NA,66.56
NS,3,3,2021,7,61,95,34,75,95,20,3.9,3.9,1,1,1,NA,NA,NA,NA,NA,NA,68.88
NS,3,3,2021,7,61,95,34,75,95,20,3.1,3.1,1,1,1,59,54,64,60,61,59.6,59.6
NS,3,3,2021,7,61,95,34,75,95,20,3.5,3.5,1,1,1,NA,NA,NA,NA,NA,NA,64.24
NS,3,3,2018,4,110,110,0,110,124,14,3.3,3.3,1,1,1,NA,NA,NA,NA,NA,NA,61.92
NS,3,3,2018,4,110,110,0,110,124,14,3.7,3.7,1,1,1,NA,NA,NA,NA,NA,NA,66.56
NS,3,3,2018,4,110,110,0,110,124,14,3.9,3.9,1,1,1,NA,NA,NA,NA,NA,NA,68.88
NS,3,3,2018,4,110,110,0,110,124,14,3.1,3.1,1,1,1,59,54,64,60,61,59.6,59.6
NS,3,3,2018,4,110,110,0,110,124,14,3.5,3.5,1,1,1,NA,NA,NA,NA,NA,NA,64.24
NS,3,3,2020,6,71,107,36,78,107,29,3.3,3.3,1,1,1,NA,NA,NA,NA,NA,NA,61.92
NS,3,3,2020,6,71,107,36,78,107,29,3.7,3.7,1,1,1,NA,NA,NA,NA,NA,NA,66.56
NS,3,3,2020,6,71,107,36,78,107,29,3.9,3.9,1,1,1,NA,NA,NA,NA,NA,NA,68.88
NS,3,3,2020,6,71,107,36,78,107,29,3.1,3.1,1,1,1,59,54,64,60,61,59.6,59.6
NS,3,3,2020,6,71,107,36,78,107,29,3.5,3.5,1,1,1,NA,NA,NA,NA,NA,NA,64.24
NS,3,3,2019,1,NA,NA,NA,102,102,0,3.3,3.3,0,NA,0,NA,NA,NA,NA,NA,NA,61.92
NS,3,3,2019,1,NA,NA,NA,102,102,0,3.7,3.7,0,NA,0,NA,NA,NA,NA,NA,NA,66.56
NS,3,3,2019,1,NA,NA,NA,102,102,0,3.9,3.9,0,NA,0,NA,NA,NA,NA,NA,NA,68.88
NS,3,3,2019,1,NA,NA,NA,102,102,0,3.1,3.1,0,NA,0,59,54,64,60,61,59.6,59.6
NS,3,3,2019,1,NA,NA,NA,102,102,0,3.5,3.5,0,NA,0,NA,NA,NA,NA,NA,NA,64.24
NS,3,4,2021,7,61,81,20,68,95,27,4.5,4.5,1,1,1,NA,NA,NA,NA,NA,NA,72.48
NS,3,4,2021,7,61,81,20,68,95,27,4.7,4.7,1,1,1,NA,NA,NA,NA,NA,NA,73.12
NS,3,4,2021,7,61,81,20,68,95,27,4.1,4.1,1,1,1,73,70,68,72,73,71.2,71.2
NS,3,4,2021,7,61,81,20,68,95,27,4.3,4.3,1,1,1,NA,NA,NA,NA,NA,NA,71.84
NS,3,4,2021,7,61,81,20,68,95,27,4.9,4.9,1,1,1,NA,NA,NA,NA,NA,NA,73.76
NS,3,4,2018,4,NA,NA,NA,117,124,7,4.5,4.5,0,NA,0,NA,NA,NA,NA,NA,NA,72.48
NS,3,4,2018,4,NA,NA,NA,117,124,7,4.7,4.7,0,NA,0,NA,NA,NA,NA,NA,NA,73.12
NS,3,4,2018,4,NA,NA,NA,117,124,7,4.1,4.1,0,NA,0,73,70,68,72,73,71.2,71.2
NS,3,4,2018,4,NA,NA,NA,117,124,7,4.3,4.3,0,NA,0,NA,NA,NA,NA,NA,NA,71.84
NS,3,4,2018,4,NA,NA,NA,117,124,7,4.9,4.9,0,NA,0,NA,NA,NA,NA,NA,NA,73.76
NS,3,4,2020,6,78,107,29,71,98,27,4.5,4.5,1,1,1,NA,NA,NA,NA,NA,NA,72.48
NS,3,4,2020,6,78,107,29,71,98,27,4.7,4.7,1,1,1,NA,NA,NA,NA,NA,NA,73.12
NS,3,4,2020,6,78,107,29,71,98,27,4.1,4.1,1,1,1,73,70,68,72,73,71.2,71.2
NS,3,4,2020,6,78,107,29,71,98,27,4.3,4.3,1,1,1,NA,NA,NA,NA,NA,NA,71.84
NS,3,4,2020,6,78,107,29,71,98,27,4.9,4.9,1,1,1,NA,NA,NA,NA,NA,NA,73.76
NS,3,4,2019,1,NA,NA,NA,102,102,0,4.5,4.5,0,NA,0,NA,NA,NA,NA,NA,NA,72.48
NS,3,4,2019,1,NA,NA,NA,102,102,0,4.7,4.7,0,NA,0,NA,NA,NA,NA,NA,NA,73.12
NS,3,4,2019,1,NA,NA,NA,102,102,0,4.1,4.1,0,NA,0,73,70,68,72,73,71.2,71.2
NS,3,4,2019,1,NA,NA,NA,102,102,0,4.3,4.3,0,NA,0,NA,NA,NA,NA,NA,NA,71.84
NS,3,4,2019,1,NA,NA,NA,102,102,0,4.9,4.9,0,NA,0,NA,NA,NA,NA,NA,NA,73.76
NS,3,5,2021,7,61,81,20,NA,NA,NA,5.1,5.1,NA,0,0,75,73,78,75,71,74.4,74.4
NS,3,5,2021,7,61,81,20,NA,NA,NA,5.5,5.5,NA,0,0,NA,NA,NA,NA,NA,NA,71.52
NS,3,5,2021,7,61,81,20,NA,NA,NA,5.9,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,68.64
NS,3,5,2021,7,61,81,20,NA,NA,NA,5.3,5.3,NA,0,0,NA,NA,NA,NA,NA,NA,72.96
NS,3,5,2021,7,61,81,20,NA,NA,NA,5.7,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,70.08
NS,3,5,2019,1,102,102,0,102,102,0,5.1,5.1,1,1,1,75,73,78,75,71,74.4,74.4
NS,3,5,2019,1,102,102,0,102,102,0,5.5,5.5,1,1,1,NA,NA,NA,NA,NA,NA,71.52
NS,3,5,2019,1,102,102,0,102,102,0,5.9,5.9,1,1,1,NA,NA,NA,NA,NA,NA,68.64
NS,3,5,2019,1,102,102,0,102,102,0,5.3,5.3,1,1,1,NA,NA,NA,NA,NA,NA,72.96
NS,3,5,2019,1,102,102,0,102,102,0,5.7,5.7,1,1,1,NA,NA,NA,NA,NA,NA,70.08
NS,3,5,2020,6,71,92,21,NA,NA,NA,5.1,5.1,NA,0,0,75,73,78,75,71,74.4,74.4
NS,3,5,2020,6,71,92,21,NA,NA,NA,5.5,5.5,NA,0,0,NA,NA,NA,NA,NA,NA,71.52
NS,3,5,2020,6,71,92,21,NA,NA,NA,5.9,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,68.64
NS,3,5,2020,6,71,92,21,NA,NA,NA,5.3,5.3,NA,0,0,NA,NA,NA,NA,NA,NA,72.96
NS,3,5,2020,6,71,92,21,NA,NA,NA,5.7,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,70.08
NS,3,5,2018,4,110,110,0,110,124,14,5.1,5.1,1,1,1,75,73,78,75,71,74.4,74.4
NS,3,5,2018,4,110,110,0,110,124,14,5.5,5.5,1,1,1,NA,NA,NA,NA,NA,NA,71.52
NS,3,5,2018,4,110,110,0,110,124,14,5.9,5.9,1,1,1,NA,NA,NA,NA,NA,NA,68.64
NS,3,5,2018,4,110,110,0,110,124,14,5.3,5.3,1,1,1,NA,NA,NA,NA,NA,NA,72.96
NS,3,5,2018,4,110,110,0,110,124,14,5.7,5.7,1,1,1,NA,NA,NA,NA,NA,NA,70.08
NS,3,6,2021,7,61,81,20,95,103,8,6.3,6.3,1,1,1,NA,NA,NA,NA,NA,NA,68.52
NS,3,6,2021,7,61,81,20,95,103,8,6.5,6.5,1,1,1,NA,NA,NA,NA,NA,NA,69.84
NS,3,6,2021,7,61,81,20,95,103,8,6.1,6.1,1,1,1,63,75,67,65,66,67.2,67.2
NS,3,6,2021,7,61,81,20,95,103,8,6.9,6.9,1,1,1,NA,NA,NA,NA,NA,NA,72.48
NS,3,6,2021,7,61,81,20,95,103,8,6.7,6.7,1,1,1,NA,NA,NA,NA,NA,NA,71.16
NS,3,6,2019,1,NA,NA,NA,102,102,0,6.3,6.3,0,NA,0,NA,NA,NA,NA,NA,NA,68.52
NS,3,6,2019,1,NA,NA,NA,102,102,0,6.5,6.5,0,NA,0,NA,NA,NA,NA,NA,NA,69.84
NS,3,6,2019,1,NA,NA,NA,102,102,0,6.1,6.1,0,NA,0,63,75,67,65,66,67.2,67.2
NS,3,6,2019,1,NA,NA,NA,102,102,0,6.9,6.9,0,NA,0,NA,NA,NA,NA,NA,NA,72.48
NS,3,6,2019,1,NA,NA,NA,102,102,0,6.7,6.7,0,NA,0,NA,NA,NA,NA,NA,NA,71.16
NS,3,6,2020,6,78,107,29,NA,NA,NA,6.3,6.3,NA,0,0,NA,NA,NA,NA,NA,NA,68.52
NS,3,6,2020,6,78,107,29,NA,NA,NA,6.5,6.5,NA,0,0,NA,NA,NA,NA,NA,NA,69.84
NS,3,6,2020,6,78,107,29,NA,NA,NA,6.1,6.1,NA,0,0,63,75,67,65,66,67.2,67.2
NS,3,6,2020,6,78,107,29,NA,NA,NA,6.9,6.9,NA,0,0,NA,NA,NA,NA,NA,NA,72.48
NS,3,6,2020,6,78,107,29,NA,NA,NA,6.7,6.7,NA,0,0,NA,NA,NA,NA,NA,NA,71.16
NS,3,6,2018,4,110,110,0,110,110,0,6.3,6.3,1,1,1,NA,NA,NA,NA,NA,NA,68.52
NS,3,6,2018,4,110,110,0,110,110,0,6.5,6.5,1,1,1,NA,NA,NA,NA,NA,NA,69.84
NS,3,6,2018,4,110,110,0,110,110,0,6.1,6.1,1,1,1,63,75,67,65,66,67.2,67.2
NS,3,6,2018,4,110,110,0,110,110,0,6.9,6.9,1,1,1,NA,NA,NA,NA,NA,NA,72.48
NS,3,6,2018,4,110,110,0,110,110,0,6.7,6.7,1,1,1,NA,NA,NA,NA,NA,NA,71.16
NS,3,7,2021,7,61,95,34,68,68,0,7.5,7.3,1,1,1,NA,NA,NA,NA,NA,NA,71.96
NS,3,7,2021,7,61,95,34,68,68,0,7.3,7.3,1,1,1,NA,NA,NA,NA,NA,NA,72.88
NS,3,7,2021,7,61,95,34,68,68,0,7.7,7.1,1,1,1,NA,NA,NA,NA,NA,NA,71.04
NS,3,7,2021,7,61,95,34,68,68,0,7.1,7.1,1,1,1,78,72,74,74,71,73.8,73.8
NS,3,7,2021,7,61,95,34,68,68,0,7.9,6.9,1,1,1,NA,NA,NA,NA,NA,NA,70.12
NS,3,7,2020,6,71,107,36,92,107,15,7.5,7.3,1,1,1,NA,NA,NA,NA,NA,NA,71.96
NS,3,7,2020,6,71,107,36,92,107,15,7.3,7.3,1,1,1,NA,NA,NA,NA,NA,NA,72.88
NS,3,7,2020,6,71,107,36,92,107,15,7.7,7.1,1,1,1,NA,NA,NA,NA,NA,NA,71.04
NS,3,7,2020,6,71,107,36,92,107,15,7.1,7.1,1,1,1,78,72,74,74,71,73.8,73.8
NS,3,7,2020,6,71,107,36,92,107,15,7.9,6.9,1,1,1,NA,NA,NA,NA,NA,NA,70.12
NS,3,7,2019,1,102,102,0,102,102,0,7.5,7.3,1,1,1,NA,NA,NA,NA,NA,NA,71.96
NS,3,7,2019,1,102,102,0,102,102,0,7.3,7.3,1,1,1,NA,NA,NA,NA,NA,NA,72.88
NS,3,7,2019,1,102,102,0,102,102,0,7.7,7.1,1,1,1,NA,NA,NA,NA,NA,NA,71.04
NS,3,7,2019,1,102,102,0,102,102,0,7.1,7.1,1,1,1,78,72,74,74,71,73.8,73.8
NS,3,7,2019,1,102,102,0,102,102,0,7.9,6.9,1,1,1,NA,NA,NA,NA,NA,NA,70.12
NS,3,7,2018,4,110,110,0,110,124,14,7.5,7.3,1,1,1,NA,NA,NA,NA,NA,NA,71.96
NS,3,7,2018,4,110,110,0,110,124,14,7.3,7.3,1,1,1,NA,NA,NA,NA,NA,NA,72.88
NS,3,7,2018,4,110,110,0,110,124,14,7.7,7.1,1,1,1,NA,NA,NA,NA,NA,NA,71.04
NS,3,7,2018,4,110,110,0,110,124,14,7.1,7.1,1,1,1,78,72,74,74,71,73.8,73.8
NS,3,7,2018,4,110,110,0,110,124,14,7.9,6.9,1,1,1,NA,NA,NA,NA,NA,NA,70.12
NS,3,8,2021,7,61,95,34,75,95,20,8.1,6.7,1,1,1,67,73,75,68,63,69.2,69.2
NS,3,8,2021,7,61,95,34,75,95,20,8.9,5.9,1,1,1,NA,NA,NA,NA,NA,NA,72.56
NS,3,8,2021,7,61,95,34,75,95,20,8.3,6.5,1,1,1,NA,NA,NA,NA,NA,NA,70.04
NS,3,8,2021,7,61,95,34,75,95,20,8.5,6.3,1,1,1,NA,NA,NA,NA,NA,NA,70.88
NS,3,8,2021,7,61,95,34,75,95,20,8.7,6.1,1,1,1,NA,NA,NA,NA,NA,NA,71.72
NS,3,8,2019,1,NA,NA,NA,102,102,0,8.1,6.7,0,NA,0,67,73,75,68,63,69.2,69.2
NS,3,8,2019,1,NA,NA,NA,102,102,0,8.9,5.9,0,NA,0,NA,NA,NA,NA,NA,NA,72.56
NS,3,8,2019,1,NA,NA,NA,102,102,0,8.3,6.5,0,NA,0,NA,NA,NA,NA,NA,NA,70.04
NS,3,8,2019,1,NA,NA,NA,102,102,0,8.5,6.3,0,NA,0,NA,NA,NA,NA,NA,NA,70.88
NS,3,8,2019,1,NA,NA,NA,102,102,0,8.7,6.1,0,NA,0,NA,NA,NA,NA,NA,NA,71.72
NS,3,8,2020,6,71,107,36,92,98,6,8.1,6.7,1,1,1,67,73,75,68,63,69.2,69.2
NS,3,8,2020,6,71,107,36,92,98,6,8.9,5.9,1,1,1,NA,NA,NA,NA,NA,NA,72.56
NS,3,8,2020,6,71,107,36,92,98,6,8.3,6.5,1,1,1,NA,NA,NA,NA,NA,NA,70.04
NS,3,8,2020,6,71,107,36,92,98,6,8.5,6.3,1,1,1,NA,NA,NA,NA,NA,NA,70.88
NS,3,8,2020,6,71,107,36,92,98,6,8.7,6.1,1,1,1,NA,NA,NA,NA,NA,NA,71.72
NS,3,8,2018,4,110,110,0,117,124,7,8.1,6.7,1,1,1,67,73,75,68,63,69.2,69.2
NS,3,8,2018,4,110,110,0,117,124,7,8.9,5.9,1,1,1,NA,NA,NA,NA,NA,NA,72.56
NS,3,8,2018,4,110,110,0,117,124,7,8.3,6.5,1,1,1,NA,NA,NA,NA,NA,NA,70.04
NS,3,8,2018,4,110,110,0,117,124,7,8.5,6.3,1,1,1,NA,NA,NA,NA,NA,NA,70.88
NS,3,8,2018,4,110,110,0,117,124,7,8.7,6.1,1,1,1,NA,NA,NA,NA,NA,NA,71.72
NS,3,9,2021,7,61,81,20,61,95,34,9.5,5.3,1,1,1,NA,NA,NA,NA,NA,NA,69.56
NS,3,9,2021,7,61,81,20,61,95,34,9.1,5.7,1,1,1,74,72,77,70,74,73.4,73.4
NS,3,9,2021,7,61,81,20,61,95,34,9.7,5.1,1,1,1,NA,NA,NA,NA,NA,NA,67.64
NS,3,9,2021,7,61,81,20,61,95,34,9.9,4.9,1,1,1,NA,NA,NA,NA,NA,NA,65.72
NS,3,9,2021,7,61,81,20,61,95,34,9.3,5.5,1,1,1,NA,NA,NA,NA,NA,NA,71.48
NS,3,9,2019,1,NA,NA,NA,102,102,0,9.5,5.3,0,NA,0,NA,NA,NA,NA,NA,NA,69.56
NS,3,9,2019,1,NA,NA,NA,102,102,0,9.1,5.7,0,NA,0,74,72,77,70,74,73.4,73.4
NS,3,9,2019,1,NA,NA,NA,102,102,0,9.7,5.1,0,NA,0,NA,NA,NA,NA,NA,NA,67.64
NS,3,9,2019,1,NA,NA,NA,102,102,0,9.9,4.9,0,NA,0,NA,NA,NA,NA,NA,NA,65.72
NS,3,9,2019,1,NA,NA,NA,102,102,0,9.3,5.5,0,NA,0,NA,NA,NA,NA,NA,NA,71.48
NS,3,9,2020,6,71,78,7,92,92,0,9.5,5.3,1,1,1,NA,NA,NA,NA,NA,NA,69.56
NS,3,9,2020,6,71,78,7,92,92,0,9.1,5.7,1,1,1,74,72,77,70,74,73.4,73.4
NS,3,9,2020,6,71,78,7,92,92,0,9.7,5.1,1,1,1,NA,NA,NA,NA,NA,NA,67.64
NS,3,9,2020,6,71,78,7,92,92,0,9.9,4.9,1,1,1,NA,NA,NA,NA,NA,NA,65.72
NS,3,9,2020,6,71,78,7,92,92,0,9.3,5.5,1,1,1,NA,NA,NA,NA,NA,NA,71.48
NS,3,9,2018,4,NA,NA,NA,110,124,14,9.5,5.3,0,NA,0,NA,NA,NA,NA,NA,NA,69.56
NS,3,9,2018,4,NA,NA,NA,110,124,14,9.1,5.7,0,NA,0,74,72,77,70,74,73.4,73.4
NS,3,9,2018,4,NA,NA,NA,110,124,14,9.7,5.1,0,NA,0,NA,NA,NA,NA,NA,NA,67.64
NS,3,9,2018,4,NA,NA,NA,110,124,14,9.9,4.9,0,NA,0,NA,NA,NA,NA,NA,NA,65.72
NS,3,9,2018,4,NA,NA,NA,110,124,14,9.3,5.5,0,NA,0,NA,NA,NA,NA,NA,NA,71.48
WE,1,0,2018,9,NA,NA,NA,110,117,7,0.5,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,13.64
WE,1,0,2018,9,NA,NA,NA,110,117,7,0.1,0.1,0,NA,0,11,16,14,15,11,13.4,13.4
WE,1,0,2018,9,NA,NA,NA,110,117,7,0.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,13.76
WE,1,0,2018,9,NA,NA,NA,110,117,7,0.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,13.88
WE,1,0,2018,9,NA,NA,NA,110,117,7,0.3,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,13.52
WE,1,0,2020,6,107,107,0,78,98,20,0.5,0.5,1,1,1,NA,NA,NA,NA,NA,NA,13.64
WE,1,0,2020,6,107,107,0,78,98,20,0.1,0.1,1,1,1,11,16,14,15,11,13.4,13.4
WE,1,0,2020,6,107,107,0,78,98,20,0.7,0.7,1,1,1,NA,NA,NA,NA,NA,NA,13.76
WE,1,0,2020,6,107,107,0,78,98,20,0.9,0.9,1,1,1,NA,NA,NA,NA,NA,NA,13.88
WE,1,0,2020,6,107,107,0,78,98,20,0.3,0.3,1,1,1,NA,NA,NA,NA,NA,NA,13.52
WE,1,0,2021,7,75,75,0,75,95,20,0.5,0.5,1,1,1,NA,NA,NA,NA,NA,NA,13.64
WE,1,0,2021,7,75,75,0,75,95,20,0.1,0.1,1,1,1,11,16,14,15,11,13.4,13.4
WE,1,0,2021,7,75,75,0,75,95,20,0.7,0.7,1,1,1,NA,NA,NA,NA,NA,NA,13.76
WE,1,0,2021,7,75,75,0,75,95,20,0.9,0.9,1,1,1,NA,NA,NA,NA,NA,NA,13.88
WE,1,0,2021,7,75,75,0,75,95,20,0.3,0.3,1,1,1,NA,NA,NA,NA,NA,NA,13.52
WE,1,0,2019,2,NA,NA,NA,102,102,0,0.5,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,13.64
WE,1,0,2019,2,NA,NA,NA,102,102,0,0.1,0.1,0,NA,0,11,16,14,15,11,13.4,13.4
WE,1,0,2019,2,NA,NA,NA,102,102,0,0.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,13.76
WE,1,0,2019,2,NA,NA,NA,102,102,0,0.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,13.88
WE,1,0,2019,2,NA,NA,NA,102,102,0,0.3,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,13.52
WE,1,1,2020,6,71,78,7,NA,NA,NA,1.5,1.5,NA,0,0,NA,NA,NA,NA,NA,NA,14.4
WE,1,1,2020,6,71,78,7,NA,NA,NA,1.1,1.1,NA,0,0,13,13,15,13,16,14,14
WE,1,1,2020,6,71,78,7,NA,NA,NA,1.7,1.7,NA,0,0,NA,NA,NA,NA,NA,NA,14.6
WE,1,1,2020,6,71,78,7,NA,NA,NA,1.9,1.9,NA,0,0,NA,NA,NA,NA,NA,NA,14.8
WE,1,1,2020,6,71,78,7,NA,NA,NA,1.3,1.3,NA,0,0,NA,NA,NA,NA,NA,NA,14.2
WE,1,1,2021,7,68,81,13,68,95,27,1.5,1.5,1,1,1,NA,NA,NA,NA,NA,NA,14.4
WE,1,1,2021,7,68,81,13,68,95,27,1.1,1.1,1,1,1,13,13,15,13,16,14,14
WE,1,1,2021,7,68,81,13,68,95,27,1.7,1.7,1,1,1,NA,NA,NA,NA,NA,NA,14.6
WE,1,1,2021,7,68,81,13,68,95,27,1.9,1.9,1,1,1,NA,NA,NA,NA,NA,NA,14.8
WE,1,1,2021,7,68,81,13,68,95,27,1.3,1.3,1,1,1,NA,NA,NA,NA,NA,NA,14.2
WE,1,1,2019,2,102,102,0,102,102,0,1.5,1.5,1,1,1,NA,NA,NA,NA,NA,NA,14.4
WE,1,1,2019,2,102,102,0,102,102,0,1.1,1.1,1,1,1,13,13,15,13,16,14,14
WE,1,1,2019,2,102,102,0,102,102,0,1.7,1.7,1,1,1,NA,NA,NA,NA,NA,NA,14.6
WE,1,1,2019,2,102,102,0,102,102,0,1.9,1.9,1,1,1,NA,NA,NA,NA,NA,NA,14.8
WE,1,1,2019,2,102,102,0,102,102,0,1.3,1.3,1,1,1,NA,NA,NA,NA,NA,NA,14.2
WE,1,1,2018,9,NA,NA,NA,110,117,7,1.5,1.5,0,NA,0,NA,NA,NA,NA,NA,NA,14.4
WE,1,1,2018,9,NA,NA,NA,110,117,7,1.1,1.1,0,NA,0,13,13,15,13,16,14,14
WE,1,1,2018,9,NA,NA,NA,110,117,7,1.7,1.7,0,NA,0,NA,NA,NA,NA,NA,NA,14.6
WE,1,1,2018,9,NA,NA,NA,110,117,7,1.9,1.9,0,NA,0,NA,NA,NA,NA,NA,NA,14.8
WE,1,1,2018,9,NA,NA,NA,110,117,7,1.3,1.3,0,NA,0,NA,NA,NA,NA,NA,NA,14.2
WE,1,10,2019,2,NA,NA,NA,NA,NA,NA,10.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.12
WE,1,10,2019,2,NA,NA,NA,NA,NA,NA,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.84
WE,1,10,2019,2,NA,NA,NA,NA,NA,NA,10.1,10.1,NA,NA,NA,81,84,83,84,75,81.4,81.4
WE,1,10,2019,2,NA,NA,NA,NA,NA,NA,10.7,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.56
WE,1,10,2019,2,NA,NA,NA,NA,NA,NA,10.9,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.28
WE,1,10,2021,7,NA,NA,NA,NA,NA,NA,10.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.12
WE,1,10,2021,7,NA,NA,NA,NA,NA,NA,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.84
WE,1,10,2021,7,NA,NA,NA,NA,NA,NA,10.1,10.1,NA,NA,NA,81,84,83,84,75,81.4,81.4
WE,1,10,2021,7,NA,NA,NA,NA,NA,NA,10.7,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.56
WE,1,10,2021,7,NA,NA,NA,NA,NA,NA,10.9,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.28
WE,1,10,2018,9,103,117,14,NA,NA,NA,10.3,10.3,NA,0,0,NA,NA,NA,NA,NA,NA,81.12
WE,1,10,2018,9,103,117,14,NA,NA,NA,10.5,10.5,NA,0,0,NA,NA,NA,NA,NA,NA,80.84
WE,1,10,2018,9,103,117,14,NA,NA,NA,10.1,10.1,NA,0,0,81,84,83,84,75,81.4,81.4
WE,1,10,2018,9,103,117,14,NA,NA,NA,10.7,10.7,NA,0,0,NA,NA,NA,NA,NA,NA,80.56
WE,1,10,2018,9,103,117,14,NA,NA,NA,10.9,10.7,NA,0,0,NA,NA,NA,NA,NA,NA,80.28
WE,1,10,2020,6,58,78,20,NA,NA,NA,10.3,10.3,NA,0,0,NA,NA,NA,NA,NA,NA,81.12
WE,1,10,2020,6,58,78,20,NA,NA,NA,10.5,10.5,NA,0,0,NA,NA,NA,NA,NA,NA,80.84
WE,1,10,2020,6,58,78,20,NA,NA,NA,10.1,10.1,NA,0,0,81,84,83,84,75,81.4,81.4
WE,1,10,2020,6,58,78,20,NA,NA,NA,10.7,10.7,NA,0,0,NA,NA,NA,NA,NA,NA,80.56
WE,1,10,2020,6,58,78,20,NA,NA,NA,10.9,10.7,NA,0,0,NA,NA,NA,NA,NA,NA,80.28
WE,1,11,2018,9,103,117,14,NA,NA,NA,11.3,10.3,NA,0,0,NA,NA,NA,NA,NA,NA,79.36
WE,1,11,2018,9,103,117,14,NA,NA,NA,11.1,10.5,NA,0,0,79,84,88,81,68,80,80
WE,1,11,2018,9,103,117,14,NA,NA,NA,11.5,10.1,NA,0,0,NA,NA,NA,NA,NA,NA,78.72
WE,1,11,2018,9,103,117,14,NA,NA,NA,11.7,9.9,NA,0,0,NA,NA,NA,NA,NA,NA,78.08
WE,1,11,2018,9,103,117,14,NA,NA,NA,11.9,9.7,NA,0,0,NA,NA,NA,NA,NA,NA,77.44
WE,1,11,2020,6,58,78,20,NA,NA,NA,11.3,10.3,NA,0,0,NA,NA,NA,NA,NA,NA,79.36
WE,1,11,2020,6,58,78,20,NA,NA,NA,11.1,10.5,NA,0,0,79,84,88,81,68,80,80
WE,1,11,2020,6,58,78,20,NA,NA,NA,11.5,10.1,NA,0,0,NA,NA,NA,NA,NA,NA,78.72
WE,1,11,2020,6,58,78,20,NA,NA,NA,11.7,9.9,NA,0,0,NA,NA,NA,NA,NA,NA,78.08
WE,1,11,2020,6,58,78,20,NA,NA,NA,11.9,9.7,NA,0,0,NA,NA,NA,NA,NA,NA,77.44
