Ordinance,Pool,Meter,Year,nrows,MFStart,MfEnd,MFLength,WTCStart,WTCEnd,WTCLength,Distance,DistanceFromEdge,Co_WTC,Co_MF,Co,1,2,3,4,5,ClayAvg,Clay %
NS,1,7,2020,3,NA,NA,NA,NA,NA,NA,7.1,5.5,NA,NA,NA,77,79,74,76,64,74,74
NS,1,7,2020,3,NA,NA,NA,NA,NA,NA,7.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.32
NS,1,7,2020,3,NA,NA,NA,NA,NA,NA,7.5,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.64
NS,1,7,2020,3,NA,NA,NA,NA,NA,NA,7.7,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.96
NS,1,7,2020,3,NA,NA,NA,NA,NA,NA,7.9,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.28
NS,1,7,2021,7,NA,NA,NA,NA,NA,NA,7.1,5.5,NA,NA,NA,77,79,74,76,64,74,74
NS,1,7,2021,7,NA,NA,NA,NA,NA,NA,7.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.32
NS,1,7,2021,7,NA,NA,NA,NA,NA,NA,7.5,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.64
NS,1,7,2021,7,NA,NA,NA,NA,NA,NA,7.7,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.96
NS,1,7,2021,7,NA,NA,NA,NA,NA,NA,7.9,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.28
NS,1,7,2018,3,NA,NA,NA,NA,NA,NA,7.1,5.5,NA,NA,NA,77,79,74,76,64,74,74
NS,1,7,2018,3,NA,NA,NA,NA,NA,NA,7.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.32
NS,1,7,2018,3,NA,NA,NA,NA,NA,NA,7.5,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.64
NS,1,7,2018,3,NA,NA,NA,NA,NA,NA,7.7,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.96
NS,1,7,2018,3,NA,NA,NA,NA,NA,NA,7.9,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.28
NS,1,8,2018,3,NA,NA,NA,NA,NA,NA,8.1,4.5,NA,NA,NA,78,84,81,84,76,80.6,80.6
NS,1,8,2018,3,NA,NA,NA,NA,NA,NA,8.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.52
NS,1,8,2018,3,NA,NA,NA,NA,NA,NA,8.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.44
NS,1,8,2018,3,NA,NA,NA,NA,NA,NA,8.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.36
NS,1,8,2018,3,NA,NA,NA,NA,NA,NA,8.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.28
NS,1,8,2019,2,NA,NA,NA,NA,NA,NA,8.1,4.5,NA,NA,NA,78,84,81,84,76,80.6,80.6
NS,1,8,2019,2,NA,NA,NA,NA,NA,NA,8.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.52
NS,1,8,2019,2,NA,NA,NA,NA,NA,NA,8.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.44
NS,1,8,2019,2,NA,NA,NA,NA,NA,NA,8.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.36
NS,1,8,2019,2,NA,NA,NA,NA,NA,NA,8.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.28
NS,1,8,2020,3,NA,NA,NA,NA,NA,NA,8.1,4.5,NA,NA,NA,78,84,81,84,76,80.6,80.6
NS,1,8,2020,3,NA,NA,NA,NA,NA,NA,8.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.52
NS,1,8,2020,3,NA,NA,NA,NA,NA,NA,8.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.44
NS,1,8,2020,3,NA,NA,NA,NA,NA,NA,8.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.36
NS,1,8,2020,3,NA,NA,NA,NA,NA,NA,8.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.28
NS,1,8,2021,7,NA,NA,NA,NA,NA,NA,8.1,4.5,NA,NA,NA,78,84,81,84,76,80.6,80.6
NS,1,8,2021,7,NA,NA,NA,NA,NA,NA,8.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.52
NS,1,8,2021,7,NA,NA,NA,NA,NA,NA,8.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.44
NS,1,8,2021,7,NA,NA,NA,NA,NA,NA,8.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.36
NS,1,8,2021,7,NA,NA,NA,NA,NA,NA,8.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.28
NS,1,9,2021,7,47,95,48,NA,NA,NA,9.1,3.5,NA,0,0,76,71,64,73,67,70.2,70.2
NS,1,9,2021,7,47,95,48,NA,NA,NA,9.3,3.3,NA,0,0,NA,NA,NA,NA,NA,NA,66.16
NS,1,9,2021,7,47,95,48,NA,NA,NA,9.5,3.1,NA,0,0,NA,NA,NA,NA,NA,NA,62.12
NS,1,9,2021,7,47,95,48,NA,NA,NA,9.7,2.9,NA,0,0,NA,NA,NA,NA,NA,NA,58.08
NS,1,9,2021,7,47,95,48,NA,NA,NA,9.9,2.7,NA,0,0,NA,NA,NA,NA,NA,NA,54.04
NS,1,9,2018,3,NA,NA,NA,124,124,0,9.1,3.5,0,NA,0,76,71,64,73,67,70.2,70.2
NS,1,9,2018,3,NA,NA,NA,124,124,0,9.3,3.3,0,NA,0,NA,NA,NA,NA,NA,NA,66.16
NS,1,9,2018,3,NA,NA,NA,124,124,0,9.5,3.1,0,NA,0,NA,NA,NA,NA,NA,NA,62.12
NS,1,9,2018,3,NA,NA,NA,124,124,0,9.7,2.9,0,NA,0,NA,NA,NA,NA,NA,NA,58.08
NS,1,9,2018,3,NA,NA,NA,124,124,0,9.9,2.7,0,NA,0,NA,NA,NA,NA,NA,NA,54.04
NS,1,9,2019,2,102,102,0,NA,NA,NA,9.1,3.5,NA,0,0,76,71,64,73,67,70.2,70.2
NS,1,9,2019,2,102,102,0,NA,NA,NA,9.3,3.3,NA,0,0,NA,NA,NA,NA,NA,NA,66.16
NS,1,9,2019,2,102,102,0,NA,NA,NA,9.5,3.1,NA,0,0,NA,NA,NA,NA,NA,NA,62.12
NS,1,9,2019,2,102,102,0,NA,NA,NA,9.7,2.9,NA,0,0,NA,NA,NA,NA,NA,NA,58.08
NS,1,9,2019,2,102,102,0,NA,NA,NA,9.9,2.7,NA,0,0,NA,NA,NA,NA,NA,NA,54.04
NS,1,9,2020,3,NA,NA,NA,NA,NA,NA,9.1,3.5,NA,NA,NA,76,71,64,73,67,70.2,70.2
NS,1,9,2020,3,NA,NA,NA,NA,NA,NA,9.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.16
NS,1,9,2020,3,NA,NA,NA,NA,NA,NA,9.5,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.12
NS,1,9,2020,3,NA,NA,NA,NA,NA,NA,9.7,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.08
NS,1,9,2020,3,NA,NA,NA,NA,NA,NA,9.9,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.04
NS,2,0,2018,4,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.52
NS,2,0,2018,4,NA,NA,NA,NA,NA,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.48
NS,2,0,2018,4,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,16,18,15,14,15,15.6,15.6
NS,2,0,2018,4,NA,NA,NA,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.56
NS,2,0,2018,4,NA,NA,NA,NA,NA,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.44
NS,2,0,2019,5,NA,NA,NA,102,102,0,0.5,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,19.52
NS,2,0,2019,5,NA,NA,NA,102,102,0,0.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,21.48
NS,2,0,2019,5,NA,NA,NA,102,102,0,0.1,0.1,0,NA,0,16,18,15,14,15,15.6,15.6
NS,2,0,2019,5,NA,NA,NA,102,102,0,0.3,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,17.56
NS,2,0,2019,5,NA,NA,NA,102,102,0,0.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,23.44
NS,2,0,2020,7,NA,NA,NA,92,107,15,0.5,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,19.52
NS,2,0,2020,7,NA,NA,NA,92,107,15,0.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,21.48
NS,2,0,2020,7,NA,NA,NA,92,107,15,0.1,0.1,0,NA,0,16,18,15,14,15,15.6,15.6
NS,2,0,2020,7,NA,NA,NA,92,107,15,0.3,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,17.56
NS,2,0,2020,7,NA,NA,NA,92,107,15,0.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,23.44
NS,2,0,2021,7,75,81,6,68,81,13,0.5,0.5,1,1,1,NA,NA,NA,NA,NA,NA,19.52
NS,2,0,2021,7,75,81,6,68,81,13,0.7,0.7,1,1,1,NA,NA,NA,NA,NA,NA,21.48
NS,2,0,2021,7,75,81,6,68,81,13,0.1,0.1,1,1,1,16,18,15,14,15,15.6,15.6
NS,2,0,2021,7,75,81,6,68,81,13,0.3,0.3,1,1,1,NA,NA,NA,NA,NA,NA,17.56
NS,2,0,2021,7,75,81,6,68,81,13,0.9,0.9,1,1,1,NA,NA,NA,NA,NA,NA,23.44
NS,2,1,2021,7,68,81,13,68,81,13,1.3,1.3,1,1,1,NA,NA,NA,NA,NA,NA,25.6
NS,2,1,2021,7,68,81,13,68,81,13,1.5,1.5,1,1,1,NA,NA,NA,NA,NA,NA,25.8
NS,2,1,2021,7,68,81,13,68,81,13,1.1,1.1,1,1,1,25,24,28,26,24,25.4,25.4
NS,2,1,2021,7,68,81,13,68,81,13,1.7,1.7,1,1,1,NA,NA,NA,NA,NA,NA,26
NS,2,1,2021,7,68,81,13,68,81,13,1.9,1.9,1,1,1,NA,NA,NA,NA,NA,NA,26.2
NS,2,1,2018,4,NA,NA,NA,110,117,7,1.3,1.3,0,NA,0,NA,NA,NA,NA,NA,NA,25.6
NS,2,1,2018,4,NA,NA,NA,110,117,7,1.5,1.5,0,NA,0,NA,NA,NA,NA,NA,NA,25.8
NS,2,1,2018,4,NA,NA,NA,110,117,7,1.1,1.1,0,NA,0,25,24,28,26,24,25.4,25.4
NS,2,1,2018,4,NA,NA,NA,110,117,7,1.7,1.7,0,NA,0,NA,NA,NA,NA,NA,NA,26
NS,2,1,2018,4,NA,NA,NA,110,117,7,1.9,1.9,0,NA,0,NA,NA,NA,NA,NA,NA,26.2
NS,2,1,2019,5,NA,NA,NA,102,102,0,1.3,1.3,0,NA,0,NA,NA,NA,NA,NA,NA,25.6
NS,2,1,2019,5,NA,NA,NA,102,102,0,1.5,1.5,0,NA,0,NA,NA,NA,NA,NA,NA,25.8
NS,2,1,2019,5,NA,NA,NA,102,102,0,1.1,1.1,0,NA,0,25,24,28,26,24,25.4,25.4
NS,2,1,2019,5,NA,NA,NA,102,102,0,1.7,1.7,0,NA,0,NA,NA,NA,NA,NA,NA,26
NS,2,1,2019,5,NA,NA,NA,102,102,0,1.9,1.9,0,NA,0,NA,NA,NA,NA,NA,NA,26.2
NS,2,1,2020,7,98,98,0,98,98,0,1.3,1.3,1,1,1,NA,NA,NA,NA,NA,NA,25.6
NS,2,1,2020,7,98,98,0,98,98,0,1.5,1.5,1,1,1,NA,NA,NA,NA,NA,NA,25.8
NS,2,1,2020,7,98,98,0,98,98,0,1.1,1.1,1,1,1,25,24,28,26,24,25.4,25.4
NS,2,1,2020,7,98,98,0,98,98,0,1.7,1.7,1,1,1,NA,NA,NA,NA,NA,NA,26
NS,2,1,2020,7,98,98,0,98,98,0,1.9,1.9,1,1,1,NA,NA,NA,NA,NA,NA,26.2
NS,2,10,2020,7,78,78,0,98,107,9,10.9,1.5,1,1,1,NA,NA,NA,NA,NA,NA,37.56
NS,2,10,2020,7,78,78,0,98,107,9,10.1,2.3,1,1,1,57,68,65,61,68,63.8,63.8
NS,2,10,2020,7,78,78,0,98,107,9,10.3,2.1,1,1,1,NA,NA,NA,NA,NA,NA,57.24
NS,2,10,2020,7,78,78,0,98,107,9,10.5,1.9,1,1,1,NA,NA,NA,NA,NA,NA,50.68
NS,2,10,2020,7,78,78,0,98,107,9,10.7,1.7,1,1,1,NA,NA,NA,NA,NA,NA,44.12
NS,2,10,2021,7,47,95,48,75,95,20,10.9,1.5,1,1,1,NA,NA,NA,NA,NA,NA,37.56
NS,2,10,2021,7,47,95,48,75,95,20,10.1,2.3,1,1,1,57,68,65,61,68,63.8,63.8
NS,2,10,2021,7,47,95,48,75,95,20,10.3,2.1,1,1,1,NA,NA,NA,NA,NA,NA,57.24
NS,2,10,2021,7,47,95,48,75,95,20,10.5,1.9,1,1,1,NA,NA,NA,NA,NA,NA,50.68
NS,2,10,2021,7,47,95,48,75,95,20,10.7,1.7,1,1,1,NA,NA,NA,NA,NA,NA,44.12
NS,2,10,2018,4,NA,NA,NA,110,117,7,10.9,1.5,0,NA,0,NA,NA,NA,NA,NA,NA,37.56
NS,2,10,2018,4,NA,NA,NA,110,117,7,10.1,2.3,0,NA,0,57,68,65,61,68,63.8,63.8
NS,2,10,2018,4,NA,NA,NA,110,117,7,10.3,2.1,0,NA,0,NA,NA,NA,NA,NA,NA,57.24
NS,2,10,2018,4,NA,NA,NA,110,117,7,10.5,1.9,0,NA,0,NA,NA,NA,NA,NA,NA,50.68
NS,2,10,2018,4,NA,NA,NA,110,117,7,10.7,1.7,0,NA,0,NA,NA,NA,NA,NA,NA,44.12
NS,2,10,2019,5,67,67,0,95,102,7,10.9,1.5,1,1,1,NA,NA,NA,NA,NA,NA,37.56
NS,2,10,2019,5,67,67,0,95,102,7,10.1,2.3,1,1,1,57,68,65,61,68,63.8,63.8
NS,2,10,2019,5,67,67,0,95,102,7,10.3,2.1,1,1,1,NA,NA,NA,NA,NA,NA,57.24
NS,2,10,2019,5,67,67,0,95,102,7,10.5,1.9,1,1,1,NA,NA,NA,NA,NA,NA,50.68
NS,2,10,2019,5,67,67,0,95,102,7,10.7,1.7,1,1,1,NA,NA,NA,NA,NA,NA,44.12
NS,2,11,2019,5,NA,NA,NA,102,102,0,11.1,1.3,0,NA,0,36,31,28,28,32,31,31
NS,2,11,2019,5,NA,NA,NA,102,102,0,11.3,1.1,0,NA,0,NA,NA,NA,NA,NA,NA,28.44
NS,2,11,2019,5,NA,NA,NA,102,102,0,11.5,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,25.88
NS,2,11,2019,5,NA,NA,NA,102,102,0,11.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,23.32
NS,2,11,2019,5,NA,NA,NA,102,102,0,11.9,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,20.76
NS,2,11,2020,7,NA,NA,NA,58,107,49,11.1,1.3,0,NA,0,36,31,28,28,32,31,31
NS,2,11,2020,7,NA,NA,NA,58,107,49,11.3,1.1,0,NA,0,NA,NA,NA,NA,NA,NA,28.44
NS,2,11,2020,7,NA,NA,NA,58,107,49,11.5,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,25.88
NS,2,11,2020,7,NA,NA,NA,58,107,49,11.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,23.32
NS,2,11,2020,7,NA,NA,NA,58,107,49,11.9,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,20.76
NS,2,11,2021,7,81,81,0,61,95,34,11.1,1.3,1,1,1,36,31,28,28,32,31,31
NS,2,11,2021,7,81,81,0,61,95,34,11.3,1.1,1,1,1,NA,NA,NA,NA,NA,NA,28.44
NS,2,11,2021,7,81,81,0,61,95,34,11.5,0.9,1,1,1,NA,NA,NA,NA,NA,NA,25.88
NS,2,11,2021,7,81,81,0,61,95,34,11.7,0.7,1,1,1,NA,NA,NA,NA,NA,NA,23.32
NS,2,11,2021,7,81,81,0,61,95,34,11.9,0.5,1,1,1,NA,NA,NA,NA,NA,NA,20.76
NS,2,11,2018,4,NA,NA,NA,110,110,0,11.1,1.3,0,NA,0,36,31,28,28,32,31,31
NS,2,11,2018,4,NA,NA,NA,110,110,0,11.3,1.1,0,NA,0,NA,NA,NA,NA,NA,NA,28.44
NS,2,11,2018,4,NA,NA,NA,110,110,0,11.5,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,25.88
NS,2,11,2018,4,NA,NA,NA,110,110,0,11.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,23.32
NS,2,11,2018,4,NA,NA,NA,110,110,0,11.9,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,20.76
NS,2,12,2018,2,NA,NA,NA,NA,NA,NA,12.1,0.3,NA,NA,NA,19,21,17,16,18,18.2,18.2
NS,2,12,2018,2,NA,NA,NA,NA,NA,NA,12.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2
NS,2,12,2019,5,NA,NA,NA,102,102,0,12.1,0.3,0,NA,0,19,21,17,16,18,18.2,18.2
NS,2,12,2019,5,NA,NA,NA,102,102,0,12.3,0.1,0,NA,0,NA,NA,NA,NA,NA,NA,18.2
NS,2,12,2020,5,NA,NA,NA,78,78,0,12.1,0.3,0,NA,0,19,21,17,16,18,18.2,18.2
NS,2,12,2020,5,NA,NA,NA,78,78,0,12.3,0.1,0,NA,0,NA,NA,NA,NA,NA,NA,18.2
NS,2,12,2021,6,NA,NA,NA,81,81,0,12.1,0.3,0,NA,0,19,21,17,16,18,18.2,18.2
NS,2,12,2021,6,NA,NA,NA,81,81,0,12.3,0.1,0,NA,0,NA,NA,NA,NA,NA,NA,18.2
NS,2,2,2020,7,78,78,0,NA,NA,NA,2.7,2.7,NA,0,0,NA,NA,NA,NA,NA,NA,53.88
NS,2,2,2020,7,78,78,0,NA,NA,NA,2.9,2.9,NA,0,0,NA,NA,NA,NA,NA,NA,63.04
NS,2,2,2020,7,78,78,0,NA,NA,NA,2.1,2.1,NA,0,0,26,28,29,23,26,26.4,26.4
NS,2,2,2020,7,78,78,0,NA,NA,NA,2.3,2.3,NA,0,0,NA,NA,NA,NA,NA,NA,35.56
NS,2,2,2020,7,78,78,0,NA,NA,NA,2.5,2.5,NA,0,0,NA,NA,NA,NA,NA,NA,44.72
NS,2,2,2021,7,68,95,27,68,81,13,2.7,2.7,1,1,1,NA,NA,NA,NA,NA,NA,53.88
NS,2,2,2021,7,68,95,27,68,81,13,2.9,2.9,1,1,1,NA,NA,NA,NA,NA,NA,63.04
NS,2,2,2021,7,68,95,27,68,81,13,2.1,2.1,1,1,1,26,28,29,23,26,26.4,26.4
NS,2,2,2021,7,68,95,27,68,81,13,2.3,2.3,1,1,1,NA,NA,NA,NA,NA,NA,35.56
NS,2,2,2021,7,68,95,27,68,81,13,2.5,2.5,1,1,1,NA,NA,NA,NA,NA,NA,44.72
NS,2,2,2018,4,103,103,0,110,110,0,2.7,2.7,1,1,1,NA,NA,NA,NA,NA,NA,53.88
NS,2,2,2018,4,103,103,0,110,110,0,2.9,2.9,1,1,1,NA,NA,NA,NA,NA,NA,63.04
NS,2,2,2018,4,103,103,0,110,110,0,2.1,2.1,1,1,1,26,28,29,23,26,26.4,26.4
NS,2,2,2018,4,103,103,0,110,110,0,2.3,2.3,1,1,1,NA,NA,NA,NA,NA,NA,35.56
NS,2,2,2018,4,103,103,0,110,110,0,2.5,2.5,1,1,1,NA,NA,NA,NA,NA,NA,44.72
NS,2,2,2019,5,67,95,28,95,102,7,2.7,2.7,1,1,1,NA,NA,NA,NA,NA,NA,53.88
NS,2,2,2019,5,67,95,28,95,102,7,2.9,2.9,1,1,1,NA,NA,NA,NA,NA,NA,63.04
NS,2,2,2019,5,67,95,28,95,102,7,2.1,2.1,1,1,1,26,28,29,23,26,26.4,26.4
NS,2,2,2019,5,67,95,28,95,102,7,2.3,2.3,1,1,1,NA,NA,NA,NA,NA,NA,35.56
NS,2,2,2019,5,67,95,28,95,102,7,2.5,2.5,1,1,1,NA,NA,NA,NA,NA,NA,44.72
NS,2,3,2019,5,67,102,35,102,102,0,3.1,3.1,1,1,1,75,73,73,71,69,72.2,72.2
NS,2,3,2019,5,67,102,35,102,102,0,3.3,3.3,1,1,1,NA,NA,NA,NA,NA,NA,72.72
NS,2,3,2019,5,67,102,35,102,102,0,3.5,3.5,1,1,1,NA,NA,NA,NA,NA,NA,73.24
NS,2,3,2019,5,67,102,35,102,102,0,3.7,3.7,1,1,1,NA,NA,NA,NA,NA,NA,73.76
NS,2,3,2019,5,67,102,35,102,102,0,3.9,3.9,1,1,1,NA,NA,NA,NA,NA,NA,74.28
NS,2,3,2020,7,NA,NA,NA,NA,NA,NA,3.1,3.1,NA,NA,NA,75,73,73,71,69,72.2,72.2
NS,2,3,2020,7,NA,NA,NA,NA,NA,NA,3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.72
NS,2,3,2020,7,NA,NA,NA,NA,NA,NA,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.24
NS,2,3,2020,7,NA,NA,NA,NA,NA,NA,3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.76
NS,2,3,2020,7,NA,NA,NA,NA,NA,NA,3.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.28
NS,2,3,2021,7,61,95,34,68,68,0,3.1,3.1,1,1,1,75,73,73,71,69,72.2,72.2
NS,2,3,2021,7,61,95,34,68,68,0,3.3,3.3,1,1,1,NA,NA,NA,NA,NA,NA,72.72
NS,2,3,2021,7,61,95,34,68,68,0,3.5,3.5,1,1,1,NA,NA,NA,NA,NA,NA,73.24
NS,2,3,2021,7,61,95,34,68,68,0,3.7,3.7,1,1,1,NA,NA,NA,NA,NA,NA,73.76
NS,2,3,2021,7,61,95,34,68,68,0,3.9,3.9,1,1,1,NA,NA,NA,NA,NA,NA,74.28
NS,2,3,2018,4,103,110,7,110,110,0,3.1,3.1,1,1,1,75,73,73,71,69,72.2,72.2
NS,2,3,2018,4,103,110,7,110,110,0,3.3,3.3,1,1,1,NA,NA,NA,NA,NA,NA,72.72
NS,2,3,2018,4,103,110,7,110,110,0,3.5,3.5,1,1,1,NA,NA,NA,NA,NA,NA,73.24
NS,2,3,2018,4,103,110,7,110,110,0,3.7,3.7,1,1,1,NA,NA,NA,NA,NA,NA,73.76
NS,2,3,2018,4,103,110,7,110,110,0,3.9,3.9,1,1,1,NA,NA,NA,NA,NA,NA,74.28
NS,2,4,2018,4,110,110,0,110,110,0,4.1,4.1,1,1,1,78,76,71,75,74,74.8,74.8
NS,2,4,2018,4,110,110,0,110,110,0,4.3,4.3,1,1,1,NA,NA,NA,NA,NA,NA,73.84
NS,2,4,2018,4,110,110,0,110,110,0,4.5,4.5,1,1,1,NA,NA,NA,NA,NA,NA,72.88
NS,2,4,2018,4,110,110,0,110,110,0,4.7,4.7,1,1,1,NA,NA,NA,NA,NA,NA,71.92
NS,2,4,2018,4,110,110,0,110,110,0,4.9,4.9,1,1,1,NA,NA,NA,NA,NA,NA,70.96
NS,2,4,2019,5,67,102,35,NA,NA,NA,4.1,4.1,NA,0,0,78,76,71,75,74,74.8,74.8
NS,2,4,2019,5,67,102,35,NA,NA,NA,4.3,4.3,NA,0,0,NA,NA,NA,NA,NA,NA,73.84
NS,2,4,2019,5,67,102,35,NA,NA,NA,4.5,4.5,NA,0,0,NA,NA,NA,NA,NA,NA,72.88
NS,2,4,2019,5,67,102,35,NA,NA,NA,4.7,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,71.92
NS,2,4,2019,5,67,102,35,NA,NA,NA,4.9,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,70.96
NS,2,4,2020,7,NA,NA,NA,NA,NA,NA,4.1,4.1,NA,NA,NA,78,76,71,75,74,74.8,74.8
NS,2,4,2020,7,NA,NA,NA,NA,NA,NA,4.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.84
NS,2,4,2020,7,NA,NA,NA,NA,NA,NA,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.88
NS,2,4,2020,7,NA,NA,NA,NA,NA,NA,4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.92
NS,2,4,2020,7,NA,NA,NA,NA,NA,NA,4.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.96
NS,2,4,2021,7,61,95,34,NA,NA,NA,4.1,4.1,NA,0,0,78,76,71,75,74,74.8,74.8
NS,2,4,2021,7,61,95,34,NA,NA,NA,4.3,4.3,NA,0,0,NA,NA,NA,NA,NA,NA,73.84
NS,2,4,2021,7,61,95,34,NA,NA,NA,4.5,4.5,NA,0,0,NA,NA,NA,NA,NA,NA,72.88
NS,2,4,2021,7,61,95,34,NA,NA,NA,4.7,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,71.92
NS,2,4,2021,7,61,95,34,NA,NA,NA,4.9,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,70.96
NS,2,5,2021,7,61,95,34,NA,NA,NA,5.1,5.1,NA,0,0,68,69,74,64,75,70,70
NS,2,5,2021,7,61,95,34,NA,NA,NA,5.3,5.3,NA,0,0,NA,NA,NA,NA,NA,NA,71.48
NS,2,5,2021,7,61,95,34,NA,NA,NA,5.5,5.5,NA,0,0,NA,NA,NA,NA,NA,NA,72.96
NS,2,5,2021,7,61,95,34,NA,NA,NA,5.7,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,74.44
NS,2,5,2021,7,61,95,34,NA,NA,NA,5.9,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,75.92
NS,2,5,2018,4,NA,NA,NA,NA,NA,NA,5.1,5.1,NA,NA,NA,68,69,74,64,75,70,70
NS,2,5,2018,4,NA,NA,NA,NA,NA,NA,5.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.48
NS,2,5,2018,4,NA,NA,NA,NA,NA,NA,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.96
NS,2,5,2018,4,NA,NA,NA,NA,NA,NA,5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.44
NS,2,5,2018,4,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.92
NS,2,5,2019,5,95,102,7,NA,NA,NA,5.1,5.1,NA,0,0,68,69,74,64,75,70,70
NS,2,5,2019,5,95,102,7,NA,NA,NA,5.3,5.3,NA,0,0,NA,NA,NA,NA,NA,NA,71.48
NS,2,5,2019,5,95,102,7,NA,NA,NA,5.5,5.5,NA,0,0,NA,NA,NA,NA,NA,NA,72.96
NS,2,5,2019,5,95,102,7,NA,NA,NA,5.7,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,74.44
NS,2,5,2019,5,95,102,7,NA,NA,NA,5.9,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,75.92
NS,2,5,2020,7,98,98,0,NA,NA,NA,5.1,5.1,NA,0,0,68,69,74,64,75,70,70
NS,2,5,2020,7,98,98,0,NA,NA,NA,5.3,5.3,NA,0,0,NA,NA,NA,NA,NA,NA,71.48
